rank,address_hex,kind,score,no_target,target_left,target_right,manual_aim,delta_left,delta_right,delta_manual,opposition,symmetry,sign_opposed,horizontal_score,left_score,right_score,manual_score
301,0x003B2A10,MANUAL_AIM_CANDIDATE,902.73305664063,1460.9765625,237.39208984375,184.796875,308.26708984375,-1223.5844726563,-1276.1796875,-1152.7094726563,52.59521484375,52.59521484375,false,0.0,470.22368164062,549.11650390625,902.73305664063
302,0x001EF000,MANUAL_AIM_CANDIDATE,881.55892333984,2303.4670410156,791.67822265625,1155.9805908203,1155.9805908203,-1511.7888183594,-1147.4864501953,-1147.4864501953,364.30236816406,364.30236816406,false,0.0,823.29694824219,276.84339599609,881.55892333984
303,0x0020FA80,ARM_HORIZONTAL_CANDIDATE,869.06103515625,5596.3461914063,5767.92578125,5242.0239257813,5201.51171875,171.57958984375,-354.322265625,-394.83447265625,525.90185546875,182.74267578125,true,869.06103515625,-45.064990234375,229.0490234375,342.24428710938
304,0x0020FA8C,ARM_HORIZONTAL_CANDIDATE,869.06103515625,5596.3461914063,5767.92578125,5242.0239257813,5201.51171875,171.57958984375,-354.322265625,-394.83447265625,525.90185546875,182.74267578125,true,869.06103515625,-45.064990234375,229.0490234375,342.24428710938
305,0x003B2C60,MANUAL_AIM_CANDIDATE,865.94349899292,-654.43933105469,-107.0022354126,-106.85096740723,321.00671386719,547.43709564209,547.58836364746,975.44604492188,0.15126800537109,0.15126800537109,false,0.0,176.09830932617,176.32521133423,865.94349899292
306,0x00076CEC,ARM_HORIZONTAL_CANDIDATE,848.037109375,3246.9858398438,3039.5874023438,3472.8276367188,2502.1293945313,-207.3984375,225.841796875,-744.8564453125,433.240234375,18.443359375,true,848.037109375,19.99189453125,47.65693359375,701.532421875
307,0x0006A2C8,ARM_LEFT_CANDIDATE,847.45764160156,2371.1694335938,1523.7117919922,2371.1694335938,2371.1694335938,-847.45764160156,0.0,0.0,847.45764160156,847.45764160156,false,0.0,847.45764160156,-423.72882080078,-84.745764160156
308,0x00210110,ARM_LEFT_CANDIDATE,847.45764160156,2371.1694335938,1523.7117919922,2371.1694335938,2371.1694335938,-847.45764160156,0.0,0.0,847.45764160156,847.45764160156,false,0.0,847.45764160156,-423.72882080078,-84.745764160156
309,0x0021012C,ARM_LEFT_CANDIDATE,847.45764160156,2371.1577148438,1523.7000732422,2371.1577148438,2371.1577148438,-847.45764160156,0.0,0.0,847.45764160156,847.45764160156,false,0.0,847.45764160156,-423.72882080078,-84.745764160156
310,0x0021013C,ARM_LEFT_CANDIDATE,847.45764160156,2371.1694335938,1523.7117919922,2371.1694335938,2371.1694335938,-847.45764160156,0.0,0.0,847.45764160156,847.45764160156,false,0.0,847.45764160156,-423.72882080078,-84.745764160156
311,0x00210148,ARM_LEFT_CANDIDATE,847.45764160156,2371.1694335938,1523.7117919922,2371.1694335938,2371.1694335938,-847.45764160156,0.0,0.0,847.45764160156,847.45764160156,false,0.0,847.45764160156,-423.72882080078,-84.745764160156
312,0x00210154,ARM_LEFT_CANDIDATE,847.45764160156,2371.1694335938,1523.7117919922,2371.1694335938,2371.1694335938,-847.45764160156,0.0,0.0,847.45764160156,847.45764160156,false,0.0,847.45764160156,-423.72882080078,-84.745764160156
313,0x001F2774,ARM_LEFT_CANDIDATE,845.74560546875,1523.7117919922,2371.1694335938,1523.7117919922,1540.8321533203,847.45764160156,0.0,17.120361328125,847.45764160156,847.45764160156,false,0.0,845.74560546875,-425.44085693359,-67.625402832031
314,0x00076CD8,ARM_HORIZONTAL_CANDIDATE,837.76782226563,3270.130859375,3029.4128417969,3469.1474609375,2529.76171875,-240.71801757813,199.0166015625,-740.369140625,439.73461914063,41.701416015625,true,837.76782226563,67.172802734375,4.6206787109375,696.39567871094
315,0x00076CB0,ARM_HORIZONTAL_CANDIDATE,836.01538085938,3270.2587890625,3063.66015625,3486.4782714844,2511.2807617188,-206.5986328125,216.21948242188,-758.97802734375,422.81811523438,9.620849609375,true,836.01538085938,22.591088867187,37.02236328125,716.69621582031
316,0x00076C88,ARM_HORIZONTAL_CANDIDATE,835.11010742188,3264.3498535156,3062.4152832031,3493.65625,2534.76171875,-201.9345703125,229.30639648438,-729.58813476563,431.24096679688,27.371826171875,true,835.11010742188,14.32255859375,55.380297851563,686.46403808594
317,0x00076D28,ARM_HORIZONTAL_CANDIDATE,834.5400390625,3267.091796875,3063.974609375,3492.2802734375,2494.822265625,-203.1171875,225.1884765625,-772.26953125,428.3056640625,22.0712890625,true,834.5400390625,13.29599609375,46.4029296875,729.43896484375
318,0x00076C24,ARM_HORIZONTAL_CANDIDATE,833.34643554688,3271.37109375,3064.3518066406,3483.6596679688,2519.2917480469,-207.01928710938,212.28857421875,-752.07934570313,419.30786132813,5.269287109375,true,833.34643554688,25.667065429687,33.57099609375,710.14855957031
319,0x00076D3C,ARM_HORIZONTAL_CANDIDATE,820.53466796875,3263.2114257813,3060.8999023438,3476.8115234375,2511.6062011719,-202.3115234375,213.60009765625,-751.60522460938,415.91162109375,11.28857421875,true,820.53466796875,20.350952148438,37.283813476563,710.0140625
320,0x000D3AB8,MANUAL_AIM_CANDIDATE,810.893359375,20130.47265625,18823.041015625,18847.306640625,19060.51953125,-1307.431640625,-1283.166015625,-1069.953125,24.265625,24.265625,false,0.0,558.8533203125,522.4548828125,810.893359375
321,0x0020FDE0,MANUAL_AIM_CANDIDATE,807.13706054687,-5935.0859375,-6328.8540039063,-6939.830078125,-6882.07421875,-393.76806640625,-1004.744140625,-946.98828125,610.97607421875,610.97607421875,false,0.0,-203.30283203125,713.16127929688,807.13706054687
322,0x0020FDEC,MANUAL_AIM_CANDIDATE,807.13706054687,-5935.0859375,-6328.8540039063,-6939.830078125,-6882.07421875,-393.76806640625,-1004.744140625,-946.98828125,610.97607421875,610.97607421875,false,0.0,-203.30283203125,713.16127929688,807.13706054687
323,0x000D3AA8,MANUAL_AIM_CANDIDATE,807.026953125,20165.8046875,18815.642578125,18882.525390625,19095.43359375,-1350.162109375,-1283.279296875,-1070.37109375,66.8828125,66.8828125,false,0.0,601.4853515625,501.1611328125,807.026953125
324,0x000D3A68,MANUAL_AIM_CANDIDATE,807.02421875,20165.8046875,18815.615234375,18882.525390625,19095.43359375,-1350.189453125,-1283.279296875,-1070.37109375,66.91015625,66.91015625,false,0.0,601.5126953125,501.1474609375,807.02421875
325,0x000D3E50,MANUAL_AIM_CANDIDATE,803.5373046875,20197.62109375,18829.927734375,18916.95703125,19129.248046875,-1367.693359375,-1280.6640625,-1068.373046875,87.029296875,87.029296875,false,0.0,620.5240234375,489.980078125,803.5373046875
326,0x000D3E10,MANUAL_AIM_CANDIDATE,803.534375,20197.62109375,18829.8984375,18916.95703125,19129.248046875,-1367.72265625,-1280.6640625,-1068.373046875,87.05859375,87.05859375,false,0.0,620.5533203125,489.9654296875,803.534375
327,0x000D3324,MANUAL_AIM_CANDIDATE,803.5154296875,20197.646484375,18825.384765625,18917.1328125,19128.853515625,-1372.26171875,-1280.513671875,-1068.79296875,91.748046875,91.748046875,false,0.0,625.1255859375,487.503515625,803.5154296875
328,0x003B2AB4,MANUAL_AIM_CANDIDATE,803.51484375,20197.640625,18825.51171875,18917.125,19128.861328125,-1372.12890625,-1280.515625,-1068.779296875,91.61328125,91.61328125,false,0.0,624.9931640625,487.5732421875,803.51484375
329,0x0006D248,MANUAL_AIM_CANDIDATE,803.500390625,20197.640625,18825.3671875,18917.125,19128.861328125,-1372.2734375,-1280.515625,-1068.779296875,91.7578125,91.7578125,false,0.0,625.1376953125,487.5009765625,803.500390625
330,0x000D3368,MANUAL_AIM_CANDIDATE,803.500390625,20197.640625,18825.3671875,18917.125,19128.861328125,-1372.2734375,-1280.515625,-1068.779296875,91.7578125,91.7578125,false,0.0,625.1376953125,487.5009765625,803.500390625
331,0x00105310,MANUAL_AIM_CANDIDATE,803.500390625,20197.640625,18825.3671875,18917.125,19128.861328125,-1372.2734375,-1280.515625,-1068.779296875,91.7578125,91.7578125,false,0.0,625.1376953125,487.5009765625,803.500390625
332,0x000D3010,MANUAL_AIM_CANDIDATE,803.5001953125,20227.640625,18855.365234375,18947.125,19158.861328125,-1372.275390625,-1280.515625,-1068.779296875,91.759765625,91.759765625,false,0.0,625.1396484375,487.5,803.5001953125
333,0x000D3018,MANUAL_AIM_CANDIDATE,803.5001953125,20197.640625,18825.365234375,18917.125,19128.861328125,-1372.275390625,-1280.515625,-1068.779296875,91.759765625,91.759765625,false,0.0,625.1396484375,487.5,803.5001953125
334,0x000D3020,MANUAL_AIM_CANDIDATE,803.5001953125,20167.640625,18795.365234375,18887.125,19098.861328125,-1372.275390625,-1280.515625,-1068.779296875,91.759765625,91.759765625,false,0.0,625.1396484375,487.5,803.5001953125
335,0x000D3028,MANUAL_AIM_CANDIDATE,803.5001953125,20197.640625,18825.365234375,18917.125,19128.861328125,-1372.275390625,-1280.515625,-1068.779296875,91.759765625,91.759765625,false,0.0,625.1396484375,487.5,803.5001953125
336,0x000D33EC,MANUAL_AIM_CANDIDATE,803.5001953125,20197.640625,18825.365234375,18917.125,19128.861328125,-1372.275390625,-1280.515625,-1068.779296875,91.759765625,91.759765625,false,0.0,625.1396484375,487.5,803.5001953125
337,0x000D3404,MANUAL_AIM_CANDIDATE,803.5001953125,20197.640625,18825.365234375,18917.125,19128.861328125,-1372.275390625,-1280.515625,-1068.779296875,91.759765625,91.759765625,false,0.0,625.1396484375,487.5,803.5001953125
338,0x000D3414,MANUAL_AIM_CANDIDATE,803.5001953125,20197.640625,18825.365234375,18917.125,19128.861328125,-1372.275390625,-1280.515625,-1068.779296875,91.759765625,91.759765625,false,0.0,625.1396484375,487.5,803.5001953125
339,0x000F8B10,MANUAL_AIM_CANDIDATE,803.5001953125,20197.640625,18825.365234375,18917.125,19128.861328125,-1372.275390625,-1280.515625,-1068.779296875,91.759765625,91.759765625,false,0.0,625.1396484375,487.5,803.5001953125
340,0x003B2B0C,MANUAL_AIM_CANDIDATE,803.499609375,20197.640625,18825.359375,18917.125,19128.861328125,-1372.28125,-1280.515625,-1068.779296875,91.765625,91.765625,false,0.0,625.1455078125,487.4970703125,803.499609375
341,0x00076BD4,ARM_HORIZONTAL_CANDIDATE,801.15771484375,3260.6076660156,3064.1430664063,3472.3715820313,2516.2255859375,-196.46459960938,211.76391601563,-744.38208007813,408.228515625,15.29931640625,true,801.15771484375,16.14443359375,39.093408203125,703.55922851563
342,0x00076BE8,ARM_HORIZONTAL_CANDIDATE,790.95825195313,3269.0336914063,3063.9895019531,3464.3383789063,2517.6042480469,-205.04418945313,195.3046875,-751.42944335938,400.34887695313,9.739501953125,true,790.95825195313,32.248901367188,17.6396484375,711.39455566406
343,0x00076C4C,ARM_HORIZONTAL_CANDIDATE,783.08544921875,3278.1440429688,3048.4443359375,3462.6059570313,2520.1938476563,-229.69970703125,184.4619140625,-757.9501953125,414.16162109375,45.23779296875,true,783.08544921875,61.67373046875,-6.182958984375,716.53403320312
344,0x001F1E20,MANUAL_AIM_CANDIDATE,781.5443359375,18079.09765625,17642.529296875,17471.32421875,17193.119140625,-436.568359375,-607.7734375,-885.978515625,171.205078125,171.205078125,false,0.0,44.0837890625,300.89140625,781.5443359375
345,0x00076C10,ARM_HORIZONTAL_CANDIDATE,781.36303710938,3252.1071777344,3064.8686523438,3471.7546386719,2531.5107421875,-187.23852539063,219.6474609375,-720.59643554688,406.88598632813,32.408935546875,true,781.36303710938,5.3551513671875,53.9685546875,679.90783691406
346,0x003B2A70,MANUAL_AIM_CANDIDATE,776.87824707031,3214.0,4164.0004882813,3995.2219238281,4164.0004882813,950.00048828125,781.22192382813,950.00048828125,168.77856445313,168.77856445313,false,0.0,464.38947753906,211.22163085938,776.87824707031
347,0x00076D00,ARM_HORIZONTAL_CANDIDATE,773.13940429688,3273.0236816406,3066.818359375,3462.0017089844,2508.9240722656,-206.20532226563,188.97802734375,-764.099609375,395.18334960938,17.227294921875,true,773.13940429688,35.30634765625,9.4654052734375,724.58127441406
348,0x001F1F04,MANUAL_AIM_CANDIDATE,769.5599609375,5859.4423828125,5863.72265625,5863.72265625,5089.0263671875,4.2802734375,4.2802734375,-770.416015625,0.0,0.0,false,0.0,-74.90146484375,-74.90146484375,769.5599609375
349,0x001F1F0C,MANUAL_AIM_CANDIDATE,769.5599609375,5879.4423828125,5883.72265625,5883.72265625,5109.0263671875,4.2802734375,4.2802734375,-770.416015625,0.0,0.0,false,0.0,-74.90146484375,-74.90146484375,769.5599609375
350,0x001F1F14,MANUAL_AIM_CANDIDATE,769.5599609375,5859.4423828125,5863.72265625,5863.72265625,5089.0263671875,4.2802734375,4.2802734375,-770.416015625,0.0,0.0,false,0.0,-74.90146484375,-74.90146484375,769.5599609375
351,0x001F1F1C,MANUAL_AIM_CANDIDATE,769.5599609375,5839.4423828125,5843.72265625,5843.72265625,5069.0263671875,4.2802734375,4.2802734375,-770.416015625,0.0,0.0,false,0.0,-74.90146484375,-74.90146484375,769.5599609375
352,0x00076CC4,ARM_HORIZONTAL_CANDIDATE,762.60913085938,3254.724609375,3067.0007324219,3454.162109375,2531.8093261719,-187.72387695313,199.4375,-722.91528320313,387.16137695313,11.713623046875,true,762.60913085938,15.713598632812,33.284033203125,684.19914550781
353,0x003B35EC,ARM_RIGHT_CANDIDATE,728.8564453125,18264.349609375,18970.17578125,19433.19140625,19135.072265625,705.826171875,1168.841796875,870.72265625,463.015625,463.015625,false,0.0,34.3330078125,728.8564453125,683.255859375
354,0x0006A1C4,MANUAL_AIM_CANDIDATE,723.33500976563,5859.4423828125,5863.72265625,5392.9125976563,5089.0263671875,4.2802734375,-466.52978515625,-770.416015625,470.81005859375,462.24951171875,true,479.37060546875,-306.02622070312,387.348046875,723.33500976563
355,0x0020F8A0,MANUAL_AIM_CANDIDATE,723.33500976563,5859.4423828125,5863.72265625,5392.9125976563,5089.0263671875,4.2802734375,-466.52978515625,-770.416015625,470.81005859375,462.24951171875,true,479.37060546875,-306.02622070312,387.348046875,723.33500976563
356,0x0020F8BC,MANUAL_AIM_CANDIDATE,723.33500976563,5856.47265625,5860.7529296875,5389.9428710938,5086.056640625,4.2802734375,-466.52978515625,-770.416015625,470.81005859375,462.24951171875,true,479.37060546875,-306.02622070312,387.348046875,723.33500976563
357,0x0020F8CC,MANUAL_AIM_CANDIDATE,723.33500976563,5859.4423828125,5863.72265625,5392.9125976563,5089.0263671875,4.2802734375,-466.52978515625,-770.416015625,470.81005859375,462.24951171875,true,479.37060546875,-306.02622070312,387.348046875,723.33500976563
358,0x0020F8D8,MANUAL_AIM_CANDIDATE,723.33500976563,5859.4423828125,5863.72265625,5392.9125976563,5089.0263671875,4.2802734375,-466.52978515625,-770.416015625,470.81005859375,462.24951171875,true,479.37060546875,-306.02622070312,387.348046875,723.33500976563
359,0x0020F8E4,MANUAL_AIM_CANDIDATE,723.33500976563,5859.4423828125,5863.72265625,5392.9125976563,5089.0263671875,4.2802734375,-466.52978515625,-770.416015625,470.81005859375,462.24951171875,true,479.37060546875,-306.02622070312,387.348046875,723.33500976563
360,0x002E2CB4,ARM_RIGHT_CANDIDATE,712.36280837059,0.0,0.0,712.54901123047,-1.8620285987854,0.0,712.54901123047,-1.8620285987854,712.54901123047,712.54901123047,false,0.0,-356.46070847511,712.36280837059,-69.392872524261
361,0x0009886C,ARM_RIGHT_CANDIDATE,706.6536403589,-0.092647545039654,-0.092647545039654,785.07806396484,785.07806396484,0.0,785.17071150988,785.17071150988,785.17071150988,785.17071150988,false,0.0,-471.10242690593,706.6536403589,706.6536403589
362,0x000973DC,ARM_RIGHT_CANDIDATE,706.59099297356,-0.023039339110255,-0.023039339110255,785.07806396484,785.07806396484,0.0,785.10110330395,785.10110330395,785.10110330395,785.10110330395,false,0.0,-471.06066198237,706.59099297356,706.59099297356
363,0x00091C3C,ARM_RIGHT_CANDIDATE,706.57025756836,0.0,0.0,785.07806396484,785.07806396484,0.0,785.07806396484,785.07806396484,785.07806396484,785.07806396484,false,0.0,-471.04683837891,706.57025756836,706.57025756836
364,0x0009431C,ARM_RIGHT_CANDIDATE,706.57025756836,0.0,0.0,785.07806396484,785.07806396484,0.0,785.07806396484,785.07806396484,785.07806396484,785.07806396484,false,0.0,-471.04683837891,706.57025756836,706.57025756836
365,0x0009457C,ARM_RIGHT_CANDIDATE,706.57025756836,0.0,0.0,785.07806396484,785.07806396484,0.0,785.07806396484,785.07806396484,785.07806396484,785.07806396484,false,0.0,-471.04683837891,706.57025756836,706.57025756836
366,0x000946AC,ARM_RIGHT_CANDIDATE,706.57025756836,0.0,0.0,785.07806396484,785.07806396484,0.0,785.07806396484,785.07806396484,785.07806396484,785.07806396484,false,0.0,-471.04683837891,706.57025756836,706.57025756836
367,0x000946BC,ARM_RIGHT_CANDIDATE,706.57025756836,0.0,0.0,785.07806396484,785.07806396484,0.0,785.07806396484,785.07806396484,785.07806396484,785.07806396484,false,0.0,-471.04683837891,706.57025756836,706.57025756836
368,0x000946DC,ARM_RIGHT_CANDIDATE,706.57025756836,0.0,0.0,785.07806396484,785.07806396484,0.0,785.07806396484,785.07806396484,785.07806396484,785.07806396484,false,0.0,-471.04683837891,706.57025756836,706.57025756836
369,0x000947BC,ARM_RIGHT_CANDIDATE,706.57025756836,0.0,0.0,785.07806396484,785.07806396484,0.0,785.07806396484,785.07806396484,785.07806396484,785.07806396484,false,0.0,-471.04683837891,706.57025756836,706.57025756836
370,0x000947CC,ARM_RIGHT_CANDIDATE,706.57025756836,0.0,0.0,785.07806396484,785.07806396484,0.0,785.07806396484,785.07806396484,785.07806396484,785.07806396484,false,0.0,-471.04683837891,706.57025756836,706.57025756836
371,0x000947DC,ARM_RIGHT_CANDIDATE,706.57025756836,0.0,0.0,785.07806396484,785.07806396484,0.0,785.07806396484,785.07806396484,785.07806396484,785.07806396484,false,0.0,-471.04683837891,706.57025756836,706.57025756836
372,0x0009484C,ARM_RIGHT_CANDIDATE,706.57025756836,0.0,0.0,785.07806396484,785.07806396484,0.0,785.07806396484,785.07806396484,785.07806396484,785.07806396484,false,0.0,-471.04683837891,706.57025756836,706.57025756836
373,0x0009726C,ARM_RIGHT_CANDIDATE,706.57025756836,0.0,0.0,785.07806396484,785.07806396484,0.0,785.07806396484,785.07806396484,785.07806396484,785.07806396484,false,0.0,-471.04683837891,706.57025756836,706.57025756836
374,0x0009739C,ARM_RIGHT_CANDIDATE,706.57025756836,0.0,0.0,785.07806396484,785.07806396484,0.0,785.07806396484,785.07806396484,785.07806396484,785.07806396484,false,0.0,-471.04683837891,706.57025756836,706.57025756836
375,0x0009810C,ARM_RIGHT_CANDIDATE,706.57025756836,785.07806396484,785.07806396484,0.0,0.0,0.0,-785.07806396484,-785.07806396484,785.07806396484,785.07806396484,false,0.0,-471.04683837891,706.57025756836,706.57025756836
376,0x0009836C,ARM_RIGHT_CANDIDATE,706.57025756836,785.07806396484,785.07806396484,0.0,0.0,0.0,-785.07806396484,-785.07806396484,785.07806396484,785.07806396484,false,0.0,-471.04683837891,706.57025756836,706.57025756836
377,0x000983AC,ARM_RIGHT_CANDIDATE,706.57025756836,785.07806396484,785.07806396484,0.0,0.0,0.0,-785.07806396484,-785.07806396484,785.07806396484,785.07806396484,false,0.0,-471.04683837891,706.57025756836,706.57025756836
378,0x000983DC,ARM_RIGHT_CANDIDATE,706.57025756836,785.07806396484,785.07806396484,0.0,0.0,0.0,-785.07806396484,-785.07806396484,785.07806396484,785.07806396484,false,0.0,-471.04683837891,706.57025756836,706.57025756836
379,0x00098AFC,ARM_RIGHT_CANDIDATE,706.57025756836,0.0,0.0,785.07806396484,785.07806396484,0.0,785.07806396484,785.07806396484,785.07806396484,785.07806396484,false,0.0,-471.04683837891,706.57025756836,706.57025756836
380,0x0020FA64,MANUAL_AIM_CANDIDATE,697.19375,5393.0317382813,5960.2421875,5827.873046875,6190.4306640625,567.21044921875,434.84130859375,797.39892578125,132.369140625,132.369140625,false,0.0,270.04990234375,71.49619140625,697.19375
381,0x0020FA74,MANUAL_AIM_CANDIDATE,689.169140625,5397.1928710938,5955.5258789063,5822.5297851563,6184.7290039063,558.3330078125,425.3369140625,787.5361328125,132.99609375,132.99609375,false,0.0,266.9109375,67.416796875,689.169140625
382,0x0006A1F0,MANUAL_AIM_CANDIDATE,688.66611328125,5397.1928710938,5957.8842773438,5825.2016601563,6184.7290039063,560.69140625,428.0087890625,787.5361328125,132.6826171875,132.6826171875,false,0.0,267.9333984375,68.90947265625,688.66611328125
383,0x0020FA48,MANUAL_AIM_CANDIDATE,688.66611328125,5397.1928710938,5957.8842773438,5825.2016601563,6184.7290039063,560.69140625,428.0087890625,787.5361328125,132.6826171875,132.6826171875,false,0.0,267.9333984375,68.90947265625,688.66611328125
384,0x003B32D8,ARM_LEFT_CANDIDATE,647.733984375,-1335.326171875,48.0,0.0,-656.03515625,1383.326171875,1335.326171875,679.291015625,48.0,48.0,false,0.0,647.733984375,575.733984375,407.42578125
385,0x0020FC14,MANUAL_AIM_CANDIDATE,641.65938262939,-346.70544433594,162.85766601563,-183.35249328613,362.24554443359,509.56311035156,163.3529510498,708.95098876953,346.21015930176,346.21015930176,false,0.0,356.99153594971,-162.32370300293,641.65938262939
386,0x00076DF0,ARM_LEFT_CANDIDATE,637.79262695313,3963.0,3019.9125976563,3473.060546875,3359.7495117188,-943.08740234375,-489.939453125,-603.25048828125,453.14794921875,453.14794921875,false,0.0,637.79262695313,-41.929296875,459.94780273437
387,0x0006A224,MANUAL_AIM_CANDIDATE,636.44929046631,-342.40716552734,158.36331176758,-188.32392883301,359.52749633789,500.77047729492,154.08323669434,701.93466186523,346.68724060059,346.68724060059,false,0.0,353.53539276123,-166.49546813965,636.44929046631
388,0x0020FBF8,MANUAL_AIM_CANDIDATE,636.44929046631,-342.40716552734,158.36331176758,-188.32392883301,359.52749633789,500.77047729492,154.08323669434,701.93466186523,346.68724060059,346.68724060059,false,0.0,353.53539276123,-166.49546813965,636.44929046631
389,0x0020FC24,MANUAL_AIM_CANDIDATE,633.73124542236,-342.40716552734,158.36331176758,-188.32395935059,356.80944824219,500.77047729492,154.08320617676,699.21661376953,346.68727111816,346.68727111816,false,0.0,353.80721282959,-166.22369384766,633.73124542236
390,0x00076D78,ARM_LEFT_CANDIDATE,632.27353515625,3934.2092285156,3032.6691894531,3503.8706054688,3393.2373046875,-901.5400390625,-430.33862304688,-540.97192382813,471.20141601563,471.20141601563,false,0.0,632.27353515625,-74.528588867187,407.78405761719
391,0x0006AD94,ARM_LEFT_CANDIDATE,625.859765625,3234.732421875,2172.912109375,2507.50390625,2511.26953125,-1061.8203125,-727.228515625,-723.462890625,334.591796875,334.591796875,false,0.0,625.859765625,123.9720703125,544.5580078125
392,0x00076DC8,ARM_LEFT_CANDIDATE,612.730859375,3943.4230957031,3042.8674316406,3483.9672851563,3362.4541015625,-900.5556640625,-459.45581054688,-580.96899414063,441.09985351563,441.09985351563,false,0.0,612.730859375,-48.918920898438,444.96784667969
393,0x00076DA0,ARM_LEFT_CANDIDATE,610.35991210938,3961.1872558594,3041.1103515625,3462.3815917969,3358.0456542969,-920.07690429688,-498.8056640625,-603.1416015625,421.27124023438,421.27124023438,false,0.0,610.35991210938,-21.546948242188,461.25334472656
394,0x001F27A0,ARM_LEFT_CANDIDATE,604.26936035156,380.67840576172,1048.0119628906,472.40814208984,552.67169189453,667.33355712891,91.729736328125,171.99328613281,575.60382080078,575.60382080078,false,0.0,604.26936035156,-259.13637084961,96.086956787109
395,0x00076DB4,ARM_LEFT_CANDIDATE,601.22019042969,3972.2001953125,3067.03515625,3486.328125,3362.1120605469,-905.1650390625,-485.8720703125,-610.08813476563,419.29296875,419.29296875,false,0.0,601.22019042969,-27.719262695313,470.98442382812
396,0x00076EB8,ARM_LEFT_CANDIDATE,597.40915527344,3935.0209960938,3051.740234375,3472.7707519531,3387.5561523438,-883.28076171875,-462.25024414063,-547.46484375,421.03051757813,421.03051757813,false,0.0,597.40915527344,-34.13662109375,412.91174316406
397,0x00076E04,ARM_LEFT_CANDIDATE,597.3470703125,3955.771484375,3062.2368164063,3481.1171875,3367.1669921875,-893.53466796875,-474.654296875,-588.6044921875,418.88037109375,418.88037109375,false,0.0,597.3470703125,-30.973486328125,451.78559570312
398,0x00076E68,ARM_LEFT_CANDIDATE,593.72163085937,3969.93359375,3064.763671875,3462.9487304688,3390.375,-905.169921875,-506.98486328125,-579.55859375,398.18505859375,398.18505859375,false,0.0,593.72163085937,-3.55595703125,438.34311523437
399,0x00076E90,ARM_LEFT_CANDIDATE,593.65822753906,3940.8828125,3065.7663574219,3486.7192382813,3397.1184082031,-875.11645507813,-454.16357421875,-543.76440429688,420.95288085938,420.95288085938,false,0.0,593.65822753906,-37.77109375,410.83640136719
400,0x00076D8C,ARM_LEFT_CANDIDATE,593.61398925781,3945.8291015625,3070.2414550781,3493.869140625,3385.8923339844,-875.58764648438,-451.9599609375,-559.93676757813,423.62768554688,423.62768554688,false,0.0,593.61398925781,-41.8275390625,427.18200683594
401,0x00076E54,ARM_LEFT_CANDIDATE,590.87827148437,3997.7805175781,3072.5026855469,3455.8325195313,3363.5249023438,-925.27783203125,-541.94799804688,-634.25561523438,383.32983398438,383.32983398438,false,0.0,590.87827148437,15.883520507812,487.53303222656
402,0x00076E18,ARM_LEFT_CANDIDATE,590.27553710938,3924.4248046875,3050.9248046875,3472.5751953125,3351.4282226563,-873.5,-451.849609375,-572.99658203125,421.650390625,421.650390625,false,0.0,590.27553710938,-42.200048828125,440.46162109375
403,0x00076E2C,ARM_LEFT_CANDIDATE,587.32900390625,3932.0095214844,3068.1916503906,3492.5122070313,3364.607421875,-863.81787109375,-439.49731445313,-567.40209960938,424.32055664063,424.32055664063,false,0.0,587.32900390625,-49.151831054688,437.07058105469
404,0x0006A164,ARM_LEFT_CANDIDATE,587.29379882812,3944.55859375,3063.66015625,3472.8276367188,3367.1669921875,-880.8984375,-471.73095703125,-577.3916015625,409.16748046875,409.16748046875,false,0.0,587.29379882812,-26.457421875,442.12866210938
405,0x00076D64,ARM_LEFT_CANDIDATE,587.11303710938,3944.9921875,3067.2607421875,3477.0327148438,3378.60546875,-877.7314453125,-467.95947265625,-566.38671875,409.77197265625,409.77197265625,false,0.0,587.11303710938,-27.544921875,431.81762695313
406,0x00076DDC,ARM_LEFT_CANDIDATE,586.77209472656,3958.9877929688,3067.4321289063,3464.6147460938,3383.0173339844,-891.5556640625,-494.373046875,-575.97045898438,397.1826171875,397.1826171875,false,0.0,586.77209472656,-9.0018310546875,437.37758789063
407,0x001F23B4,MANUAL_AIM_CANDIDATE,583.37622070313,-5538.435546875,-6013.525390625,-5820.9213867188,-6197.5693359375,-475.08984375,-282.48583984375,-659.1337890625,192.60400390625,192.60400390625,false,0.0,267.93354492188,-20.9724609375,583.37622070313
408,0x00076D50,ARM_LEFT_CANDIDATE,582.16000976562,3941.9282226563,3067.5227050781,3471.9345703125,3369.44140625,-874.40551757813,-469.99365234375,-572.48681640625,404.41186523438,404.41186523438,false,0.0,582.16000976562,-24.457788085938,438.04689941406
409,0x000E7E3C,MANUAL_AIM_CANDIDATE,580.50732421875,0.0,0.0,0.0,-580.50732421875,0.0,0.0,-580.50732421875,0.0,0.0,false,0.0,-58.050732421875,-58.050732421875,580.50732421875
410,0x000E7E64,MANUAL_AIM_CANDIDATE,580.50732421875,-580.50732421875,-580.50732421875,-580.50732421875,0.0,0.0,0.0,580.50732421875,0.0,0.0,false,0.0,-58.050732421875,-58.050732421875,580.50732421875
411,0x000E7E8C,MANUAL_AIM_CANDIDATE,580.50732421875,0.0,0.0,0.0,-580.50732421875,0.0,0.0,-580.50732421875,0.0,0.0,false,0.0,-58.050732421875,-58.050732421875,580.50732421875
